文本;真实一级评论数;真实点赞数;边数;最大边数;集群密度
马英九执政时期，台湾一干艺人在民进党煽动下发起反对核电站的运动，结果现在日本排放核污水，他们却悄无声息了日本核污水襄阳盛世唐城景区发布致歉信;28;378;406;9387;0.04325130499627144
正规三概念是讽刺日本排放核污水还有劝告大英博物馆无条件归还中国文物最后是带丫丫回家;1;572;573;9387;0.06104186641099393
盐小日本核污水排海第天，第一批排放今天下午结束。祈祷生灵安好;1;69;70;9387;0.007457121551081283
我发表了头条文章《我对于日本排放核污水的看法。》;2;3;5;9387;0.0005326515393629487
老兵带你看世界直击日本当局强排核污水后日民众的抗议日本多地民众举行反核污染水排海抗议活动，日本媒体很少报道网友：为什么呢？因为怕更多的人反对日本排放核污水的影响有多大品茶说酒的微博视频;5;30;35;9387;0.0037285607755406414
弯弯女星林志玲，曾在支持民进党反对核电厂时高呼：我是人，我反核。现在日本大肆排放核污水，她和许多弯弯却保持沉默。不知他们现在如何看待自己的属性。;118;1198;1316;9387;0.1401938851603281
岸田称要求中方撤销进口管制措施如果预制菜进了你孩子的学校谁在炒作只有中国反对日本排放核污水日本密集收购中国中药企业每一代人都有属于自己的抗日任务小日本亡我中华之心不死小时候：大人为什么对小日本这么恨我觉得还好吧千人千面无辜的人民不等于从前的日本现在：抗日坚定展开;1;2;3;9387;0.00031959092361776926
老兵带你看世界直击一线情况尹锡悦不惜亲自带头吃海鲜赖岳谦：韩国有一个“助日总统”网友：他吃的肯定不是福岛的海鲜啊保不齐是从挪威空运过来的呢日本排放核污水的影响有多大品茶说酒的微博视频;5;23;28;9387;0.002982848620432513
羽生结弦冰演超话纪念最后一次买疯批日本的货冷知识：居里夫人的笔记本还要辐射年柚子结婚的报纸是疯批日本排放核污水前买的代购还送了我一包喜糖;7;26;33;9387;0.003515500159795462
据日本东京新闻报道，福岛东京电力公司的计算机系统因黑客攻击而瘫痪，日本国内核废水排入大海目前已暂停。与此同时，日本多家核能网站遭到攻击。更令人震惊的是，这个黑客组织将多个遭受攻击的核能网站转化为该黑客团队的警告声明。他们坚定地强调，海洋是全人类的共同财产。谴责日本政府的行为展开;1;13;14;9387;0.0014914243102162564
又没有热度了，抵制日本在次排放核污水啊，海洋和海洋生物替他们悲哀日本核污水坚决抵制日本排放核污水;1;1;2;9387;0.0002130606157451795
中国科学技术大学物理学教授朱士尧：谈日本核污水排放，核污水怎么来的，以后又将怎样核污水微博计划泉州那些事儿的微博视频;4;48;52;9387;0.005539576009374667
老兵带你看世界听郭正亮讲日本核污水排到美国之后日本排放的核污染水，或许先到阿拉斯加郭正亮：很有兴趣看他们渔民的反应网友：阿拉斯加的渔民知道吗？日本排放核污水的影响有多大;1;49;50;9387;0.005326515393629488
独立思想者榫韵聊宇日本已排放核污水吨，还在继续。专家集体失声了，可能比烧秸秆等等轻的多吧？联合国哑雀，数国哑雀怎么办？;53;1115;1168;9387;0.12442739959518483
欢迎大家今晚来看直播直播预告日本核污水排海，该如何理解？如何应对？直播预告日本核污水排海，该如何理解？如何应对？原创袁岚峰风云之声发表于安徽图片图片年月日，日本政府正式启动计划了两年多的福岛核污染水排海。这在国际上造成了巨大的争论，甚至中国国内舆论也产生了撕裂。一方面，中国外交部表示严正抗议，认为福岛核污染水排海计划的正当性、合法性、安全性一直受到国际社会质疑。另一方面，日本政府拉到了一把“尚方宝剑”：国际原子能机构（）出了个报告，认为日本排放的核污水是安全的。那么，我们对日本的行为究竟该不该反对？在争论的同时，老百姓的生活和心理已经立竿见影地受到了影响，有人担心中国渔业受到冲击，有人担心核辐射开始抢盐。我们应该如何理解这些问题？在个人和国家的层面，我们应该如何应对？直播主持人：袁岚峰中国科学技术大学合肥微尺度物质科学国家研究中心副研究员，中国科学技术大学科技传播系副主任，中国科学院科学传播研究中心副主任图片专家嘉宾：陈志中国科学技术大学核科学技术学院副教授，中国辐射防护学会常务理事，生态环境部电离辐射环评专家，第十三届国际辐射屏蔽大会技术委员会委员，美国核学会辐射防护与屏蔽分会第届技术委员会委员图片黄方中国科学技术大学地球和空间科学学院教授，中国矿物岩石地球化学学会第八、九届同位素地球化学专业委员会副主任图片宿东君中国电子企业协会副会长，中国国际贸易促进委员会建设行业分会名誉副会长图片一，在基本科学原理上，该如何理解日本核污水？它是如何产生的？有什么成分？可能有什么危害？跟正常运行的核电站废水有什么区别？二，在处理方法上，该如何理解的报告？除了排海之外，还有哪些可选的处理方案？为什么日本选择了最便宜、最简单的排海方案？国际上除了之外，其他机构和国家对日本有什么看法？有人说，全世界只有中国反对日本排海，这是真的吗？三，中国老百姓的生活会受到什么样的影响？日本的水产该不该禁？中国的水产还敢不敢吃了？用不用去抢盐？四，在国家的层面，中国应该如何应对？在政治、经济、法律、外交等层面，我们有哪些办法？这件事对全世界、全人类会有什么样的长远影响？网络直播平台与账号包括：百度百科，百家号，袁岚峰；微博，中科大胡不归；视频号，袁岚峰；腾讯新闻，风云之声；哔哩哔哩，袁岚峰；抖音，今日头条，西瓜视频，袁岚峰中科院科学传播研究中心；知乎，袁岚峰；科大硅谷；蔻享学术。月日，不见不散;3;16;19;9387;0.0020240758495792053
没见过这么无耻的民族气死了真的气死了日本日本排放核污水营销号大赏颜汽水的夏天的微博视频;1;1;2;9387;0.0002130606157451795
美国都退出巴黎气候协议了，日本都明目张胆排放核污水了，我们还在纠结该不该焚烧秸秆沧州这点事儿的微博视频;7;23;30;9387;0.0031959092361776927
亿日元处理舆论，处理核废水只要亿日元日本日本排放核污水丧尽天良，每日娱乐综合推送的微博视频;1;11;12;9387;0.001278363694471077
很可怕，日本排放核污水这事儿没有了热搜。人至贱则无敌？？大海仍在悲鸣;1;7;8;9387;0.000852242462980718
日本核污水他们排放的不是核废水，是核污水不要无耻的以为公关费砸得够多就能掩盖日本排放核污水的事实，我们会一直记录日本的犯罪事实;2;10;12;9387;0.001278363694471077
老兵带你看世界听郭正亮讲日本核污水排到美国之后日本排放的核污染水，或许先到阿拉斯加郭正亮：很有兴趣看他们渔民的反应网友：阿拉斯加的渔民知道吗？日本排放核污水的影响有多大品茶说酒的微博视频;11;49;60;9387;0.006391818472355385
坚决抵制日本排放核污水;1;6813;6814;9387;0.7258975178438266
不吃鱼翅的姚明，有没有反对日本排放核污水？;1;2;3;9387;0.00031959092361776926
安重根和李在明两大韩国义士，一个断指盟誓，成功刺杀了日本首相伊藤博文，另一个绝食七天抗议日本核污水排放抗日英雄武统超话武力统一的微博视频;5;145;150;9387;0.01597954618088846
日本已经排放了吨核污水，第二次核污水排放计划要在九月底排放，海里的生物和沿海的普通人民唯一的希望就是能活下去，生存的需求都是一种奢望日本核废水;1;6;7;9387;0.0007457121551081282
那么多未曾见过的海洋真的不愿意去想象，有一天他们会变成黑色的，散发着恶臭的存在海洋日本排放核污水快乐的猩球的微博视频;1;2;3;9387;0.00031959092361776926
多种有害物质只公布一项？国际原子能机构首次发布了日本福岛第一核电站排放核污水后的独立报告，该机构的报告显示，日本排放后的海水氚浓度低于安全极限，此外，国际原子能机构还对外强调，该机构在日本福岛第一核电站方圆约公里内的多个地点进行了海水样本采样，检测结果与日本方面此前发布的报告展开;1;120;121;9387;0.01289016725258336
热度上去拒绝麻木，不做冷漠的看客正如鲁迅先生说的：“你可以躲在角落里沉默，但是不要诋毁和嘲笑比你勇敢的人，因为他们争取到的光明也许会照耀到你”日本核废水坚决抵制日本排放核污水抵制日货勿伤同胞;53;1382;1435;9387;0.1528709917971663
请大英博物馆无常归还偷窃中国的文物日本排放核污水美国居然同意，唉，资本中国男孩保护中国女孩对比韩国来说，日本都看顺眼了。日本真是在哪个时代都要干一些丧尽天良的事情。日本排放核污水我还能见到你吗，海在悲鸣。;-1;13;12;9387;0.001278363694471077
核污水排放看法读万卷书，行万里路，人们都知道书是人类最好的朋友。喜欢阅读，最喜欢读汤小团，已经在读第遍了，可小日本的核污水排放却深深地触动了我，发现自己阅读量不够，从各种媒体的新闻报道中了解到，日本的国土虽大但资源贫乏，为了降低把核污水消除的成本，日本选择把核污水排入太平洋，还有一点，在环球时报中，我了解到日本排放核污水第天就发生了两次级大地震和一次“龙吸水”（龙卷风）。把第波核污水卷回了日本福岛。在日本总统试吃了福岛海鲜后，在个小时之内就进入了重症病房洗胃。今天是月号，下午，第批核废水将会排完。排完后将会用工业水来洗管道，避免核污水残留。俄罗斯说：如果日本不停止排放核污水，将会使用“武力”解决。最后我想对日本说：“你们若会不停排放，将会接受“全球”人民的”正义裁决”;1;0;1;9387;0.00010653030787258975
德国比日本德国踢日本怎么不捂个嘴抗议日本核污水排放？反正德国队现在心思不在足球上，不如整个大的。德国足协花亿日元请日本比赛;9;208;217;9387;0.023117076808351976
日本核污水日本排放核污水为什么没热度了，真被洗了？搜日本出来的居然是核废水，微博你有心吗你，你也是小日本吗;1;5;6;9387;0.0006391818472355385
今世迷缘恶劣天气致日本至少人遇难他们排放核污水入海，现在遭遇台风，正好把污染的海水倒灌到他们陆地上。让他们自己享受核餐;1;11;12;9387;0.001278363694471077
强烈要求微信视频号关闭直播间里日本带货主播号每天只要一打开微信，里面的直播推送就是在日本，日本商贸等等闯进眼球，让人烦不胜烦自从日本排放核污水以后，想到那些海洋的生灵，内心疼痛无以言表，对日本这两个字深恶痛绝我坚决不用日本的任何产品，也不需去了解该国的生活文化但微信己经是我生活的一部分，是传递信息的渠道，可每天打开就看到直播推送的日本，我个人认为对于中国人来说，这是很危险的提示，日本在以直播引流的方式潜以默化的熏陶我们接受，认可日货在此我申明，我是中国人，我坚决不用日本任何产品，因为一直被迫接受带货日本主播，我不得不关闭了微信直播，强烈要求微信视频号关闭有关日本任何话题的直播号，还我国人微信之清净;0;3;3;9387;0.00031959092361776926
日本核污水热度极低持续排放的核污水从欧洲兜转一圈到国内的换标签日本海产品日本原料的预制菜超高公关费反咬一口的小日本新仇旧恨就应该要有极高的反日情绪;-76;1;-75;9387;-0.00798977309044423
关于日本排放核污水这一事我认为（仅我自己想法）群众不要被激怒，相信国家，相信党的领导，现在不单单是日本排放核污水这件小事，美方默认是因为美方想利用日本打倒中国，美方想独大他最大的威胁就是中国，他不会让日本人排放很长时间的核污水，他不会任由和污水蔓延到自己的境地，相信国家的判断，群众不要给国家压力，这时候我们武器反抗，反而陷入了美方的陷阱。一定要相信国家。不要觉得国家言语上的反对不作为。（仅为我自己观点）;0;1;1;9387;0.00010653030787258975
核污水排放没人关心了吗这才过了多久热度就没了现在的热度都在关心某女星去跳舞，就很心寒坚决抵制日货从我做起日本核污染水排海正式开始研究称日本核污水排海天到达中国核污水排放周海水一片漆黑;136;2710;2846;9387;0.30318525620539044
前几天和两个朋友聊日本排放核污水这个事儿。说咱们中国这边虽然网上喊得厉害，但是市场上没啥反应，海鲜还是有的卖有的吃。韩国那面怎么那么紧张？又是市场没人又是上街游行的？说还是韩国人“有刚儿”。我说那是因为韩国有在野党而已，给执政党上眼药呗。说是不是这个核污水真没什么事儿？日本人不至于那么二逼吧？明知道有污染还往海里排，他们自己不是第一个被污染的？我说那可真不一定，你不能按中国人的思维去看日本人。说，对，日本人那是人吗？那都是畜生。我说以我这些年对日本人的了解，一般来说，他们面对突发问题，第一反应都是猫盖屎，不想长远后果，先想怎么把自己的责任搞得最小，撒谎撩屁，欺下瞒上。如果事情严重，就会把越来越多的人拖进来，责任人越来越多，人越多就人人不想负责，只能一拖再拖，拖不下去就搞一个自欺欺人的方案。比如这个核污水排放问题，可能会需要检测很多项，他们也都知道要检测很多项，但他们可以做到都装作不知道，但只要有一个人提出来检测了某几项，结论是安全的，可以排放，他们就敢拍板集体拍板，谁也不用负责。是做生意的，是运动员，我是打工的。;1;5;6;9387;0.0006391818472355385
不知道是不是因为小日本排放核污水产生的心理影响，感觉扇贝和青口都不鲜甜了;0;1;1;9387;0.00010653030787258975
日本核污水排放后总觉得看哪里的海都是黑乎乎;2;0;2;9387;0.0002130606157451795
，如果你不画熊猫妆欢迎丫丫回家、大英博物馆门前变装跳舞、阻止日本排放核污水我是不会原谅你的;2;1403;1405;9387;0.1496750825609886
健康生活大自然大海坚决抵制日本排放核污水互联网会恢复记忆;1;5;6;9387;0.0006391818472355385
警惕“洗澡海鲜”，欧盟可能没安好心日本核污染水排海正式开始日本核污染水下午排入海洋日本排放核污水后你还会吃海鲜吗许泽玮的微博视频;1;1;2;9387;0.0002130606157451795
恶劣天气致日本至少人遇难他们排放核污水入海，现在遭遇台风，正好把污染的海水倒灌到他们陆地上。让他们自己享受核餐;2;11;13;9387;0.0013848940023436667
为什么全世界都无法阻止日本排放核污水？这个回答思路确实清奇。;69;880;949;9387;0.10109726217108768
直接用身躯堵住核污水排放的管道吧末日枪手可能现在反对日本排放核废水还来得及;1;0;1;9387;0.00010653030787258975
日本核废水排海超话呵呵，某些人真的是下头耶。别人说日本排放核污水，你们去说二维码是日本的，你们是万？大海都变成什么样了？一群下头人，你们说二维码是日本的，那有本事别让他们别用汉字呀。;1;24;25;9387;0.002663257696814744
日本核污水超话呵呵，某些人真的是下头耶。别人说日本排放核污水，你们去说二维码是日本的，你们是万？大海都变成什么样了？一群下头人，你们说二维码是日本的，那有本事别让他们别用汉字呀。;2;20;22;9387;0.0023436667731969747
日本核污水排放第天了;1;2;3;9387;0.00031959092361776926
日本排放核污水怎么没有声音了？日本民众就核污水排海提起集体诉讼日本核污染水已排海吨日本核污染水排海量已超吨;1;1;2;9387;0.0002130606157451795
日本民众提诉日本政府叫停福岛排海日本自民党提议滞销水产品供应学校月日，名日本民众，在福岛地方法院提起诉讼，叫停福岛排放污染水。这是日本国内第一起“核污染水排海”提诉的案子。这些民众为何反对福岛排海？中国禁运全部日本水产品，日本渔业受重创，记者探访东京筑地鱼市，当地游客展开;5;15;20;9387;0.002130606157451795
转发笑的我姐妹你听我解释我和你老公在日本旅游，看到日本开始往海里排核污水太生气了，你老公脱下裤子要把那个插到排放管里堵住排水口，这样的话地球就不会被污染了，但是当时水汽太大了，你老公一不小心就插到我这里了我也很疼我也是受害者但是你老公出发点是好的你别责怪他了姐，我展开;2;4;6;9387;0.0006391818472355385
欢迎大家明天来看我和两位科大同事以及抱朴仙人的直播直播预告日本核污水排海，该如何理解？如何应对？直播预告日本核污水排海，该如何理解？如何应对？袁岚峰风云之声发表于北京图片图片年月日，日本政府正式启动计划了两年多的福岛核污染水排海。这在国际上造成了巨大的争论展开;1;15;16;9387;0.001704484925961436
日本的经济来源于中国，有一些东西是没有办法避免的，但是尽力而为的东西是能让日本少赚的钱的，你不要以为平常用的东西消耗不了日本什么经济，日本都来源于中国，也是来源于人民所用的东西，你去调查就知道了，日本真正经济来源最多的在中国到底是什么东西，绝对不是手机零件不抵制你就等死吗？抵制等于制裁，抵制成功了，说不定少放几年核污水别以为一个人的力量微不足道，觉醒吧中国人日本核污染水已排海吨坚决抵制日本排放核污水;27;528;555;9387;0.05912432086928731
日本国驻华大使馆停止排放核污水，大海不属于你们。地球可以没有日本，但是不能没有海洋请停止继续压热搜。请立即停止排污水。;3;4;7;9387;0.0007457121551081282
福岛的核污水除了直接排到海里外，还可以选择固化填埋、电解排放、蒸汽排放、注入地表等处理方式。最贵亿美元。不要再说日本的工匠精神了，整个过程都提现了东电的唯利是图，消极应对美帝是不是又在研究清除人体内的放射性污染物了吧？资本都是些不要脸的玩意儿国际原子能机构对核事件的严重程度是分有等级的，其中最轻微的是级，最严重的是级。当福岛核电站最开始被地震和海啸袭击时，按标准仅是一个级核事故。结果在日本人的一系列骚操作下，该事故的严重性硬是从级一路攀升到了级，其实际后果甚至比历史上著名的切尔诺贝利核事故还要严重。日本人啊此处省去字无法过审的语言。这就是日本人在福岛核事故中的做派，那么我们现在再回过头来考虑这个问题：同样是这些人，他们现在会给全世界提供可靠的数据吗？月日，韩国媒体披露了日本拒绝其他国家对排污水域进行直接取样的事实。也就是说现在所有的检测样本均来自于东电公司。月日，在巨大的舆论压力下，东电公司终于承认目前储水罐中有约的核污水的放射性物质含量超标。更令人揪心的是，之前被日本人吹上天的那个过滤系统，现在被发现有很多已经损坏了。日本，崩了;2;2;4;9387;0.000426121231490359
小日本核污水自排海起目前已排放了吨网友：海洋不是日本人的下水道笔默君的微博视频;22;153;175;9387;0.018642803877703208
谁能想到后的主线任务就是活下去日本排放核污水情感共鸣家庭快乐的猩球的微博视频;1;2;3;9387;0.00031959092361776926
日本排放核污水的后果，俄罗斯已经证明过了;2;97;99;9387;0.010546500479386385
又特么被小日本排放核污水的新闻气到了，想问问分解核污水多少钱，我们可以给他水滴筹吗;1;2;3;9387;0.00031959092361776926
昨天吃海鲜，一堆人说我不注重自身健康，在日本排放核污水的当下，居然还冒险。接受大家监督，今天吃湘菜，红烧肉、炖鱼头、血浆鸭的走起;8;19;27;9387;0.0028763183125599234
无意引起争执纯属个人好奇蔡康永当年站在反台湾核电站第一排这次日本排放核污水他出来反对了吗？;45;862;907;9387;0.09662298924043891
逆水寒手游超话禁水产不是歧视，但是水产是不能玩游戏的，这是老祖宗留下的规矩。水产是不能玩的，水产玩了就全是污浊之气。我是为了你好才这么说的。这是传统文化，不是忽然来的规定。特别最近日本排放核污水，水产已经面目全非了;1;66;67;9387;0.007137530627463513
年月日，日本政府正式启动计划了两年多的福岛核污染水排海。这在国际上造成了巨大的争论，甚至中国国内舆论也产生了撕裂。一方面，中国外交部表示严正抗议，认为福岛核污染水排海计划的正当性、合法性、安全性一直受到国际社会质疑。另一方面，日本政府拉到了一把“尚方宝剑”：国际原子能机构（）出了个报告，认为日本排放的核污水是安全的。那么，我们对日本的行为究竟该不该反对？在争论的同时，老百姓的生活和心理已经立竿见影地受到了影响，有人担心中国渔业受到冲击，有人担心核辐射开始抢盐。我们应该如何理解这些问题？在个人和国家的层面，我们应该如何应对？中科大胡不归的微博直播《日本核污水排海，该如何理解？如何应对》;51;103;154;9387;0.01640566741237882
一直以为我不喜欢原来我只是不喜欢没营养的后日本排放核污水快乐的猩球的微博视频;1;1;2;9387;0.0002130606157451795
美食博主上线了（图简直就是噩梦，看到小日本排放核污水那天买了斤多的螃蟹，害两个人接下来一个礼拜都没食欲了，现在听到螃蟹两个字还想）每天都有在好好养我，我好好赚钱给你开个餐厅吧;1;1;2;9387;0.0002130606157451795
你的小鲸鱼与快乐小狗上线啦小鲸鱼细则请看即刻起可私信截止至关位娃友抽一位幸运伙伴送出半年内黑箱（仅限娃圈，黑箱本次可用）厦门娃展（）将展出小鲸鱼与快乐小狗，并且准备了少量现货（小鲸鱼套，快乐小狗套）与大家见面，欢迎来玩哦小模特周周的大牙特别鸣谢贰贰懒兔关于日本排放核污水入海事件，我希望借着本次娃展的机会，呼吁大家多多关注海洋生态问题。到场的小伙伴可以在卡纸上签名或画上小鱼表示支持，现场也准备了一些小零食与大家分享。期待与大家见面祝各位玩娃愉快娃衣超话超话日本核污水;27;25;52;9387;0.005539576009374667
兄弟們，我剛做了一件讓我感到安慰的小事。我來披薩餐廳吃今兒個的第一餐，坐我隔壁桌是兩個法國人，貌似一對情侶，其中女的正在喝午後紅茶，我想了一下，還是決定轉過身用我幾乎忘光的英文告訴她：不好意思，給份建議：以後如果妳想買點喝的，可以試試其他的選項，別再買這款飲料了。聞之兩人都停止了進食，同聲問我為什麼，我在大腦裡迅速搜尋組裝第一時間能喚醒的所有詞彙，然後重新看著他俩的眼睛，開始詢問他俩可有聽說日本將核污水排放進大海的消息，所幸他倆知道這事，我於是打鐵趁熱趕緊告訴他們：你們正在喝的那瓶飲料正是出自核汙染地區。說完我觀察了下他倆的表情，見反應正常便繼續說：日本政府為了要將這些不被信任的商品賣出去會在包裝上隱藏或改寫原產地資訊（此時法國小哥哥已經開始狂摳商品欄目上的覆蓋貼紙了）。你們在台灣島上，或許也會遇上許多對日本抱有好感的人，他們會告訴你不是每一樣日本商品都出自核縣，但是這些不被他國接受的日本産品一直都是由我們的政府接收的，而我們的政府和日本政府一樣並不在乎人民，只會說服要求我們去接受，因此在台灣島上有些人知道情況，也有些人不覺是個事，但你倆只是來旅遊的客人，因此我有義務提醒你們：如果你們想保障自己的健康，那麼在這座島上請不要選擇任何日本的産品，也盡量別碰海鮮。聽完我的這番話，法國小哥哥直接拎起那瓶午後紅茶丟進了垃圾桶，回頭更和法國小姐姐和我一同道了謝，告訴我他們從此會很小心的。沒多久他倆也吃完了，收拾好東西跟我揮了揮手便開了餐廳。望著他倆離去的背影，我突然覺得：能夠多懂一門語言實在是太好了，距上一次有這樣的感受還是在英國跟歐洲人講解南京大屠殺和一個中國的架構並使他們收起嬉笑認真對待的時候。所以再次回應那個恨國老問題：你這麼愛中國去啥外地講啥外語呢？我在海外和國內做的這些最小的事就是我最清楚的答案。;91;1333;1424;9387;0.1516991584105678
日本排放核污水大自然的警告来了，地震台风双重，接核污水倒灌日本日本台风来袭日本地震从小追剧挨了不少打的微博视频;1;3;4;9387;0.000426121231490359
老兵带你看世界直击一线情况俄民众：支持中国当局暂停进口日本水产品决定建议所有日本人移居俄罗斯网友：这真是个值得重视的好办法，关键是俄罗斯愿意收留他们，真得很棒俄罗斯还非常的大度哦日本排放核污水的影响有多大品茶说酒的微博视频;-1;28;27;9387;0.0028763183125599234
又有人为日本排放核污水洗地了？一看是逛鬼厕的劣迹艺人张瀚的粉丝，那不奇怪了;49;582;631;9387;0.06722062426760414
折断兵马俑手指的美国男子向中国道歉历史总是这么惊人的相似：年，中国大陆某些人计划把洛阳、西安、兰州、敦煌、新疆等地所博物馆及研究机构收藏的件丝绸之路的相关珍品国宝，送去日本展览，甚至还要在日本巡回展览到年；年，中国大陆某些人是力排众阻，不顾网友们的多次、长期举报，又把包括兵马俑在内的几百件国宝送去日本展览，某研究院甚至还洋洋得意、十分炫耀；年，中国台湾省某些人把《祭侄文稿》送去日本，至今怀疑有没有被日本调包；年前，日本人以借展为借口，骗走了《西冷八家印存》，至今不归还；年前，日本人故意砸毁了在日本展览的兵马俑，甚至一度不想归还兵马俑碎片，日本法院竟然判无罪；日本侵华时，日本毁掉、抢走了那么多中国文物、古籍，至今不归还。在日本从上到下都极端反华的情况下，在日本排放核污水的情况下，在日本至今都不归还所有中国文物的情况下，在日本曾经故意抢走、骗走、毁坏中国文物的情况下，某些人竟然三番五次、持续不断、大摇大摆、明目张胆、肆无忌惮的往日本送展中国国宝精日们已经到了如此丧心病狂的程度了，到底是谁在做这些精日的保护伞？？“中日友好”、“大棋论”、“冰箱论”已经成了精日、买办阶级、日本人的通行证、护身符。买办阶级、官僚阶级、精日、日本人很早就开始合流了。有些“大棋论”就是典型的精神分裂：一边强行拔高日韩，一边却又在说日韩注定会回归到历史上的小国。在这种“大棋论”的嘴里，未来与日韩的经济合作，仿佛能远超与俄这类真正的大国的合作，仿佛能远超与非洲、欧洲的合作，仿佛与日韩的合作会闪瞎历史、让祖坟冒青烟日本庙、日本医院、日本养老城、日本街、日本人社区、日本人学校日本在侵华时就有的老套路日本一直是“全民间谍”的策略，参考珍珠港事件里那些日料店就是间谍窝。买办阶级一直都在把“养寇自重”给包装成“大棋论”、“冰箱论”、“友邦惊诧论”。;1;11;12;9387;0.001278363694471077
李在明已绝食抗议天日本核污染水排海正式开始谁在炒作只有中国反对日本排放核污水月日，韩国最大在野党领袖李在明绝食抗议第天，坚持反对日本核污染水排海，指责尹锡悦政府施行“暴政”。这位还是挺有种的不愧是坚决抗日的那部分朝鲜民族的代表视频来自：四川观察的微博视频;3;20;23;9387;0.002450197081069564
央视新闻参考消息小日本核污水排放仅仅半个月就如此平静了，哪怕是偷偷从福岛地区进口了水产品，也就是轻描淡写地罚点不痛不痒的款这是要翻篇了吗？日本政府基本上对侵华基本从未正视过，这次又要放过他吗？日本只配永远被钉在历史的耻辱柱上时时刻刻要把它拿出来鞭笞，昭告天下;1;4;5;9387;0.0005326515393629487
海峡导报社的视频统派学者纪欣：只要我们抗议不断，日本核污水就排放不了年坚决抵制日本排放核污水;1;0;1;9387;0.00010653030787258975
小日子排放核污水后，不是地震就是中毒，导致万多条河豚等养殖鱼类死亡，真的是善有善报、恶有恶报日本核污水灰灰有娱的微博视频;2;17;19;9387;0.0020240758495792053
李在明已绝食抗议天绝食抗议，这都是木有的行动，苦了自己，便宜了敌人，这是没有斗争精神和斗争艺术的体现，要成功阻止日本法西斯排放核污水，只能是动员群众，组织群众，武装群众，发起全民抵制日货的行动，让日本法西斯的经济完全瘫痪，自然就会放弃排放核污水。;6;84;90;9387;0.009587727708533078
李在明已绝食抗议天日本排放核污水第十七天，我记得排放之前，日本就说要先排放天，第十七天，丝毫没有收手的意思;1;2;3;9387;0.00031959092361776926
老兵带你看世界听郭正亮讽日本强排核污水美专家称日本根本搞错重点最危险的可能不是氚，郭正亮做了一个直白的比喻网友：避重就轻的检测，能检测出啥名堂还不是你说了算吗日本排放核污水的影响有多大品茶说酒的微博视频;5;46;51;9387;0.005433045701502077
李在明已绝食抗议天韩国现政府默许日本向大海中排放核污水，激起在野党和韩国民众的强烈反对。;1;8;9;9387;0.0009587727708533077
日本排放核污水后国家较量正式开始卫星观地球的微博视频;16;108;124;9387;0.013209758176201129
日本人排放核污水时，我以为中国文化人都被掐死或变成哑巴了，此时这种激烈反映和愤怒，才知道它们还都有气儿;1;558;559;9387;0.05955044210077767
