用户名;评论内容;评论时间;IP属地;帖子账号粉丝数;一级账号粉丝数;评论属地;评论点赞数;发布时间;链接;发布者;评论数;点赞数;转发数;文本;发布者;评论文本;标记
Anas Mar Wasai;Still smiling! It’s been so beneficial trying someone new. The step you take couldn’t be much better, so glad I came across Mr Mark Thomas;2024-05-22T23:43:00;;;;;;2024-05-23T13:11:06;https://facebook.com/story.php?story_fbid=pfbid0nnG1dyMPYxySfBGDknSEtiTkn7yjc4U5Hwf5mThgA6oGxFeigyrH4Hxb9VqeRRudl&id=100059283082154;Bloomberg;6;8;2;China rejected UK accusations it is working to provide Russia with combat equipment in Ukraine, something that could represent an escalation in Beijing’s military support for Moscow.;Bloomberg;;0
Circled 7;"UK Drones Make Significant Impact in Ukraine, Destroying Over $1.2 Billion of Russian Military Gear https://
circledseven.com
/index.php/
politics-and-bey
ond/
uk-drones-make-s
ignificant-impa
ct-in-ukraine-d
estroying-over-
1-2-billion-of-
russian-militar
y-gear";2024-05-22T23:43:00;;;;;;2024-05-23T13:11:06;https://facebook.com/story.php?story_fbid=pfbid0nnG1dyMPYxySfBGDknSEtiTkn7yjc4U5Hwf5mThgA6oGxFeigyrH4Hxb9VqeRRudl&id=100059283082154;Bloomberg;6;8;2;China rejected UK accusations it is working to provide Russia with combat equipment in Ukraine, something that could represent an escalation in Beijing’s military support for Moscow.;Bloomberg;;0
Joe Adams;The great Sacramento team got cheated by the NBA who were fixing games. Ref went to the prison and admitted it.;2024-06-18T23:52:00;;;;;;2024-06-19T09:00:21;https://facebook.com/story.php?story_fbid=pfbid0wx8LgxfFFuNJQ1edDn97cjM5htuK8cygSKNNg3FCfDwkv2tQR1D8rG2GnfefgP7Ll&id=100064870926845;First Things First on FS1;18;119;9;"""I overemphasized the importance of how good their best was, and underemphasized the importance of their 1-5.""

— Nick Wright on how the Boston Celtics proved him wrong by winning the NBA Finals:";First Things First on FS1;;0
Dustin Jacobs;Jason got robbed of the mvp;2024-06-18T23:03:00;;;;;;2024-06-19T09:00:21;https://facebook.com/story.php?story_fbid=pfbid0wx8LgxfFFuNJQ1edDn97cjM5htuK8cygSKNNg3FCfDwkv2tQR1D8rG2GnfefgP7Ll&id=100064870926845;First Things First on FS1;18;119;9;"""I overemphasized the importance of how good their best was, and underemphasized the importance of their 1-5.""

— Nick Wright on how the Boston Celtics proved him wrong by winning the NBA Finals:";First Things First on FS1;;0
Keith Harrison;Boston is the best team ever;2024-06-18T23:29:00;;;;;;2024-06-19T09:00:21;https://facebook.com/story.php?story_fbid=pfbid0wx8LgxfFFuNJQ1edDn97cjM5htuK8cygSKNNg3FCfDwkv2tQR1D8rG2GnfefgP7Ll&id=100064870926845;First Things First on FS1;18;119;9;"""I overemphasized the importance of how good their best was, and underemphasized the importance of their 1-5.""

— Nick Wright on how the Boston Celtics proved him wrong by winning the NBA Finals:";First Things First on FS1;;0
Israel Gonzales;They are built to win☘️;2024-06-18T23:41:00;;;;;;2024-06-19T09:00:21;https://facebook.com/story.php?story_fbid=pfbid0wx8LgxfFFuNJQ1edDn97cjM5htuK8cygSKNNg3FCfDwkv2tQR1D8rG2GnfefgP7Ll&id=100064870926845;First Things First on FS1;18;119;9;"""I overemphasized the importance of how good their best was, and underemphasized the importance of their 1-5.""

— Nick Wright on how the Boston Celtics proved him wrong by winning the NBA Finals:";First Things First on FS1;;0
Shawn St. Lewy;"Kevin Wildes and FOX Sports needs to come with a agreement to fire Nick Wright.
#FireNickWright!
#NickWrong!
#NickBum!
#NickClown!
#NickClueless!
#NickTheIdiot!
#NickStupid!
#NickNose!
#NickUseless!
#GetNickWrong!
#WhatsWrongWithN
ickWrong!
#EveryoneHatesNi
ckWright!
#NobodyLikesNick
Wright!
#Bronsexual!
#RichPaulsexual!
#Klutchsportsexu
al!
#Chiefsexual!
#Mahomesexual!
#KelceSwiftsexua
l!";2024-06-18T23:00:00;;;;;;2024-06-19T09:00:21;https://facebook.com/story.php?story_fbid=pfbid0wx8LgxfFFuNJQ1edDn97cjM5htuK8cygSKNNg3FCfDwkv2tQR1D8rG2GnfefgP7Ll&id=100064870926845;First Things First on FS1;18;119;9;"""I overemphasized the importance of how good their best was, and underemphasized the importance of their 1-5.""

— Nick Wright on how the Boston Celtics proved him wrong by winning the NBA Finals:";First Things First on FS1;;0
Archie Dumagat;"nick wright , you are dumb. how come you are an ""expert"" in basketball. I believed you didnt even watch a basketball in your life.";2024-06-18T23:59:00;;;;;;2024-06-19T09:00:21;https://facebook.com/story.php?story_fbid=pfbid0wx8LgxfFFuNJQ1edDn97cjM5htuK8cygSKNNg3FCfDwkv2tQR1D8rG2GnfefgP7Ll&id=100064870926845;First Things First on FS1;18;119;9;"""I overemphasized the importance of how good their best was, and underemphasized the importance of their 1-5.""

— Nick Wright on how the Boston Celtics proved him wrong by winning the NBA Finals:";First Things First on FS1;;0
Daniel Wornica;Get the ring, get the bag.;2024-06-18T23:08:00;;;;;;2024-06-19T09:12:30;https://facebook.com/story.php?story_fbid=pfbid0UakzVesF5uckt98ws2r7pMc7RCznBExkvUXot9sCweAsRa3gaq734XcRbAqXrk5Zl&id=100064389863640;NESN;11;34;1;Jayson Tatum won an NBA title. Now, a contract extension is on deck for the Celtics superstar.;NESN;;0
Kyle Doyon;Well earned and deserved;2024-06-18T23:30:00;;;;;;2024-06-19T09:12:30;https://facebook.com/story.php?story_fbid=pfbid0UakzVesF5uckt98ws2r7pMc7RCznBExkvUXot9sCweAsRa3gaq734XcRbAqXrk5Zl&id=100064389863640;NESN;11;34;1;Jayson Tatum won an NBA title. Now, a contract extension is on deck for the Celtics superstar.;NESN;;0
Dan Palmieri;Keep humble Tatum you have a great career ahead of you;2024-06-18T23:40:00;;;;;;2024-06-19T09:12:30;https://facebook.com/story.php?story_fbid=pfbid0UakzVesF5uckt98ws2r7pMc7RCznBExkvUXot9sCweAsRa3gaq734XcRbAqXrk5Zl&id=100064389863640;NESN;11;34;1;Jayson Tatum won an NBA title. Now, a contract extension is on deck for the Celtics superstar.;NESN;;0
Geno LaFerriere;Yessir;2024-06-18T23:18:00;;;;;;2024-06-19T09:12:30;https://facebook.com/story.php?story_fbid=pfbid0UakzVesF5uckt98ws2r7pMc7RCznBExkvUXot9sCweAsRa3gaq734XcRbAqXrk5Zl&id=100064389863640;NESN;11;34;1;Jayson Tatum won an NBA title. Now, a contract extension is on deck for the Celtics superstar.;NESN;;0
Gary Sawyer;"Please let someone else hold the
Championship trophy!!!! It's always
in your hands SO SELFISH";2024-06-18T23:07:00;;;;;;2024-06-19T09:12:30;https://facebook.com/story.php?story_fbid=pfbid0UakzVesF5uckt98ws2r7pMc7RCznBExkvUXot9sCweAsRa3gaq734XcRbAqXrk5Zl&id=100064389863640;NESN;11;34;1;Jayson Tatum won an NBA title. Now, a contract extension is on deck for the Celtics superstar.;NESN;;0
Kent Michael Towers;Price of phones is astronomical and uncalled for . But people keep buying them 🤦🏻‍♂️..;2024-06-18T23:53:00;;;;;;2024-06-19T10:00:08;https://facebook.com/story.php?story_fbid=pfbid02UjpeN1yGsHtZC7wbVCL4HGzrRqmXRm2Q7BFkpHemsFhZTaQRJqLXdpWAnaDWA2kjl&id=100064453013580;13 On Your Side;1;1;0;Apple Pay Later launched with in March 2023 as a way for iPhone customers to split purchases of up to $1,000 into four equal payments with no fees or interest.;13 On Your Side;;0
Cherie Pecjak;Yes…..she’s an outstanding player who would have represented our country well. ❤️🤍💙🇺🇸;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Ligia Teny-Werre;Not if she didn't qualify.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Ana Diaz-Rincon;No. Her time will eventually come. Patience people. She is fresh out of college. She needs more experience in the WNBA.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Andrew Cronin;Yes, if you want to grow the sport. If not, no.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Dana Harrington;Nope, her time will come;2024-06-18T20:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Pamela Krueger Kunkle;No. She can wait until 2028.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Ken Boyle;No, she wasn't involved in any of the pre selection activities. We want to win Gold, best players were selected.;2024-06-18T20:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Valerie Masanda;"No there are others more experienced, and better players than her. She needs to earn her spot.
Besides putting her on the team won’t satisfied her diehard fans. They’re gonna want her to start, and if she doesn’t start, then they’re gonna be grumbling that she’s not starting. No matter what you do they’re going to grumble. ￼";2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Karleen Mendoza;No. Others in the league are more experienced and better players. Simply putting her on because she was good in college and is “popular” is not a good strategy. Olympics doesn’t need viewership, they need the best.;2024-06-18T23:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Roderick Crawford;No she has no international experience nor ever practiced with team USA.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
William Bonwell;Yes;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Dwayne V Coleman;No!!! There's other qualified players that deserve a shot before she does.. EARN YOUR SPOT!!!!;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Dan Dentscheff;"Frankly, yes. Her numbers are better than several on the team. Plus, like-it-or-not,
she's now pretty much one of the faces of the league. Do you want people to watch? Do you want to grow the league and the revenues? You need to do both. Reportedly, even with new contracts and revenue streams (thanks to Clark, btw) you're losing $50 million this year. She should (or, needs to) be on the team.";2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Darlene Haywood;No she needs to pay her dues and put her time in. Her time will come later. Just not now;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Terri Gomez;No, I feel that she should take the well needed break and work on becoming a better wnba player or just rest and enjoy life a bit. Her time will come to be on team USA.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Christina Lagan;Nope. Unless there are others that are first time pro basketball players going.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Matthew Lawless;Based on her game, no. Based on growing the audience of women’s basketball, yes.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Carlton JC Monroe Jr.;No… there’s a such thing as being humble and paying your dues… also making the tryouts would have helped her.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Veronica Arballo;I would like to win, but she needs to put her time in WNBA.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Gibron Boone;No, the team was decided months ago and the ones on the team earned their spots;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
David Gallegos;"It's not for me to say that's the Olympic committees job, but ""i"" wouldn't be upset if she played for Canada";2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Justin Stafford;Didn’t that dude Brittney Griner make the team;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Gypsy Starr;Yes she should. It would be in team USA 🇺🇸 best interest for CC to have Tha experience under her belt for future competitions. Dumb mistake by USA. This is why u can't win the world cup yet. U have to do what Brazil did with Neymar 🇧🇷;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Tarra Marie;When she makes all the 3 years of practice preparation and they pick her, it will be great. The group now did that and deserve to be there.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Paul Warnsholz;Everybody loses without her;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Roger Murray;She will be, in Los Angeles, 2028.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Julie Weinstein;"Absolutely!!!!!
1000%";2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Agzee Hines;She's not even the best rookie as far as stats are concerned. Winning ain't based on popularity. She's just going to be average in the Wnba. College doesn't always guarantee success in the pros.;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Mary Jo Kauling;I don’t know the qualifications;2024-06-18T21:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Michael McCoy;Definitely!;2024-06-18T20:00:00;;;;;;2024-06-19T06:02:00;https://facebook.com/story.php?story_fbid=pfbid0FriY4njDKk72Dr9kDi26t7ZF16pfFbxCMsBEGkCSG1btG8w6G2LqbE3aStUgpjvRl&id=100064772225721;FOX5 Las Vegas;269;167;5;"Vegas, should Caitlin Clark be on the USA Women's basketball roster? ⛹️‍♀️

SOUND OFF below! 👇";FOX5 Las Vegas;;0
Donnie Armstrong;"I'll take ""things the general public could care less about"" for $200 Alex.";2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Mitch Holdinghausen;Sounds like a way to get people to notice you. Man, I gotta see that video !!;2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Jacob Smith;"Define ""native people"" 😐";2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Daniel Atoms;No one is offended here. Let it roll baby. Let it roll!!!;2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
David Halton;So out of the 10 people that even seen this video, way to many weak butt hurt people in today's society. Grow a pair and get over yourself because you're no more important than anyone else!;2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Brenda Vartenisian;Gosh people are getting more ridiculous every day. waaaa waaaa waaa The woke liberals whine about everything! 🙄;2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Dianne Hanna;"I wanna see the video now. I love Fire Force op ""Inferno."" 🙂 PS: I thought they were dressed as Chewbacca at first and not monkeys 😁.";2024-06-18T23:02:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Pieter Jooste;Ehm, isn't that what evolution teaches erroneously?;2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Daniel Pokojski;"""You and me baby, ain't nothing but mammals!""";2024-06-18T23:09:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
Ken Lee;Who? Cares? It's in Japan! I'm sure monkeys were upset being associated with humans! 🤣;2024-06-18T23:00:00;;;;;;2024-06-19T08:58:01;https://facebook.com/story.php?story_fbid=pfbid0R1v22Zkzuuzg9nbJ5G1gixWQRJdSTNWdhxWKuz3t797EYgwjQKkGrQfbc5c9mEqRl&id=100059642974022;Breitbart;290;523;20;The Japanese pop band, Mrs Green Apple, has apologized and pulled their latest music video after a backlash formed over the video’s depiction of native peoples as monkeys .;Breitbart;;0
