发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;65;江南小屁孩123;江苏;是经济恢复还是印钱量恢复？;2023-10-09 23:26:51;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;320;sinbada6886;北京;李蓓之流，摇唇鼓舌，忽悠不明真相的群众。;2023-10-08 12:18:10;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;19;你吹咩08;其他;http://t.cn/A6OFp9aL;2023-10-08 12:12:30;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;146;江水无语;上海;[666];2023-10-08 11:42:24;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;994;谢小麦V一声;广东;美国打个喷嚏，全世界都跟着感冒，所以还是繁荣点好。[咖啡];2023-10-08 09:55:15;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;0;Barbie-Lovely;其他;你多赚点钱给我买房子买汽车买衣服[心][心]爱你哦[心];2023-10-08 09:35:25;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;1352;德报声音;山东;华尔街的朋友们应该收入增加了，但汽车工人未必。;2023-10-08 09:08:02;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;745;季鏻;北京;我去，疫情还带来福音了。[嘻嘻];2023-10-08 08:19:49;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;88;幽寄诚聊天;上海;是的，大批量移民非移民拥入美国求生存打工挣钱，请问，经济好不好呢;2023-10-08 08:18:51;1;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;798;悲天人;北京;投资2万亿美元，应该是川普的决定;2023-10-08 07:46:36;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;798;白发如新---倾盖如故;北京;有些事情，共和和民众2方，是没有分歧的。。。;2023-10-08 16:15:15;0;0.0671236015747005;1
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;7;神之大鼻孔二号;福建;@维小宝2010 @异构体的旅途 付鹏牛逼;2023-10-08 06:55:10;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;247;吕少峰_790706;黑龙江;搞基建;2023-10-08 06:27:28;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;54;lishan8370;浙江;国之重器;2023-10-08 04:31:27;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;6;热爱和平镁力尖;其他;6;2023-10-08 01:47:47;0;0.0671236015747005;0
Kevin在纽约;美国;0;140;324;2022;现在美国要全力控制的是经济过热而不是经济萧条，华尔街没想到疫情期间美国决定投入万亿美元用于全美国的基础设施维护和改造，以刺激经济和增加就业，华尔街预测受疫情重创的美国经济至少需三年恢复，没想到各项指标远好于预期，预计明年可恢复到疫情前状态。律说美国房地产律说美国经济在纽约的微博视频;#k律说美国房地产##k律说美国经济#Kevin在纽约的微博视频;12;kooann;四川;基建工人可以过去，工资相当美丽…;2023-10-08 01:40:41;3;0.0671236015747005;0
价值投资日志;上海;0;2;1;1;价值投资日志超话今年以来股一波三折，行业轮动速度明显加快回顾今年以来股的走势，整体可以分为三个阶段，年初国内疫情快速达峰后经济快速修复，在此支撑下，月股延续自去年月底以来的底部第一波上涨行情，上证指数和沪深分别上涨和；行业层面呈现普涨的格展开;价值投资日志超话;240231682;超话社区;北京;叮~！您使用 “价值投资日志” 发布的微博，已被超话君收录到您的专属超话 #价值投资日志[超话]# 中了凹~想知道粉丝们都在超话里聊些什么嘛~快来宠粉翻牌吧！直达现场>>  #价值投资日志[超话]# ;2023-10-07 23:15:23;0;0.0119330757153083;0
超短线管颖;广东;0;1;2;112;中美之间消费能力差在哪里？按道理来说，中国人的存款比例远比美国人高。为什么中国的消费不如美国呢？其实本质的问题，在中产。对比海外的中产，这几年和咱们差距是越拉越大。中产是消费的主力。疫情后，中产的工资没有怎么涨，其实美国的中产工资上涨幅度也不大。美国还有严重通胀。但消费能力，就业情况，经济情况差这么多。没有道理啊。但仔细看数据，大多则是购买美股指数这类资产稍多点，而年国庆以来这四年，标普涨了，纳斯达克涨了。美国崩溃后迅速上涨超过了。而股这几年还在点，股票与基金无不亏钱。同样是有万买指数基金，美股现在是万。股投资人现大是万，或者是万。这差距就有万以上了再说房产，过去四年一线城市挂牌价指数也仅仅上涨了左右，然后今年基本又回到原点了。有的中产房子已经跌到年左右了。也就是说资产价格倒退了年。而美国大城市房价指数涨幅达。人民币贬值，理财大跌，各种烂尾楼，，信托大雷持续不断。一个资产在增值，一个资产在爆雷。中美两国的消费能力差在哪里了。经济情况差在哪里了，还不是很清楚吗？如果我们的股票也涨了，房子也涨了，经济情况将会完全不同所以，股票与房子不崩盘，甚至走出一些稳定的行情。是大势所趋。让中产恢复，能花，敢花钱的能力，经济就起来了。。。;0;1063;豹猫我要抱猫;北京;转发微博;2023-10-08 23:11:52;1;0.0196238770525486;0
超短线管颖;广东;0;1;2;112;中美之间消费能力差在哪里？按道理来说，中国人的存款比例远比美国人高。为什么中国的消费不如美国呢？其实本质的问题，在中产。对比海外的中产，这几年和咱们差距是越拉越大。中产是消费的主力。疫情后，中产的工资没有怎么涨，其实美国的中产工资上涨幅度也不大。美国还有严重通胀。但消费能力，就业情况，经济情况差这么多。没有道理啊。但仔细看数据，大多则是购买美股指数这类资产稍多点，而年国庆以来这四年，标普涨了，纳斯达克涨了。美国崩溃后迅速上涨超过了。而股这几年还在点，股票与基金无不亏钱。同样是有万买指数基金，美股现在是万。股投资人现大是万，或者是万。这差距就有万以上了再说房产，过去四年一线城市挂牌价指数也仅仅上涨了左右，然后今年基本又回到原点了。有的中产房子已经跌到年左右了。也就是说资产价格倒退了年。而美国大城市房价指数涨幅达。人民币贬值，理财大跌，各种烂尾楼，，信托大雷持续不断。一个资产在增值，一个资产在爆雷。中美两国的消费能力差在哪里了。经济情况差在哪里了，还不是很清楚吗？如果我们的股票也涨了，房子也涨了，经济情况将会完全不同所以，股票与房子不崩盘，甚至走出一些稳定的行情。是大势所趋。让中产恢复，能花，敢花钱的能力，经济就起来了。。。;0;1063;超短线管颖;重庆;谢谢支持;2023-10-09 09:04:01;0;0.0196238770525486;1
浙江张小姐;广东;0;1;1;359;中美之间消费能力差在哪里？按道理来说，中国人的存款比例远比美国人高。为什么中国的消费不如美国呢？其实本质的问题，在中产。对比海外的中产，这几年和咱们差距是越拉越大。中产是消费的主力。疫情后，中产的工资没有怎么涨，其实美国的中产工资上涨幅度也不大。美国还有严重通胀。但消费能力，就业情况，经济情况差这么多。没有道理啊。但仔细看数据，大多则是购买美股指数这类资产稍多点，而年国庆以来这四年，标普涨了，纳斯达克涨了。美国崩溃后迅速上涨超过了。而股这几年还在点，股票与基金无不亏钱。同样是有万买指数基金，美股现在是万。股投资人现大是万，或者是万。这差距就有万以上了再说房产，过去四年一线城市挂牌价指数也仅仅上涨了左右，然后今年基本又回到原点了。有的中产房子已经跌到年左右了。也就是说资产价格倒退了年。而美国大城市房价指数涨幅达。人民币贬值，理财大跌，各种烂尾楼，，信托大雷持续不断。一个资产在增值，一个资产在爆雷。中美两国的消费能力差在哪里了。经济情况差在哪里了，还不是很清楚吗？如果我们的股票也涨了，房子也涨了，经济情况将会完全不同所以，股票与房子不崩盘，甚至走出一些稳定的行情。是大势所趋。让中产恢复，能花，敢花钱的能力，经济就起来了。。。;0;84;光膀子撵大鹅;其他;对[允悲]你说得对，当年你不应该去杠杆，继续把泡沫做肥做大[允悲];2023-10-07 23:16:59;0;0.0196238770525486;0
历史的进城;江苏;0;5;4;38;越南经济缺乏强劲势头。月日，越南公布的年月实际国内生产总值增长率同比为。虽然越南经济正在从新冠疫情中缓慢复苏，但主力的制造业表现不佳，出口持续负增长。要想实现全年增长的目标，目前形势严峻。“年内不太可能出现复苏”，一位钢铁行业人士如此表示。越南的钢材需求约用于建筑，但关键的建筑需求仍在减少。台湾的鞋业公司“宝元越南”进入年后进行了次裁员。分析认为共有多人被解雇。缝制工厂的经营者表示，“到年底，停业的服装企业将增加”。生产一线发出了这种缺乏经济复苏实感的声音。占近成的矿工业和建筑业等制造业仍处于低迷状态。出口也不景气，月的出口额同比下降约。月仍为负增长，出口额较大的个人电脑和服装的真正复苏依然遥远。;0;229;米豆兰德;其他;今年越吹终于偃旗息鼓了;2023-10-07 20:18:58;4;0.0235194597444822;0
历史的进城;江苏;0;5;4;38;越南经济缺乏强劲势头。月日，越南公布的年月实际国内生产总值增长率同比为。虽然越南经济正在从新冠疫情中缓慢复苏，但主力的制造业表现不佳，出口持续负增长。要想实现全年增长的目标，目前形势严峻。“年内不太可能出现复苏”，一位钢铁行业人士如此表示。越南的钢材需求约用于建筑，但关键的建筑需求仍在减少。台湾的鞋业公司“宝元越南”进入年后进行了次裁员。分析认为共有多人被解雇。缝制工厂的经营者表示，“到年底，停业的服装企业将增加”。生产一线发出了这种缺乏经济复苏实感的声音。占近成的矿工业和建筑业等制造业仍处于低迷状态。出口也不景气，月的出口额同比下降约。月仍为负增长，出口额较大的个人电脑和服装的真正复苏依然遥远。;0;36;夹我来去之夹;广东;越南只要有北方大国的存在，越南就永远都是打工仔;2023-10-10 23:25:38;0;0.0235194597444822;0
历史的进城;江苏;0;5;4;38;越南经济缺乏强劲势头。月日，越南公布的年月实际国内生产总值增长率同比为。虽然越南经济正在从新冠疫情中缓慢复苏，但主力的制造业表现不佳，出口持续负增长。要想实现全年增长的目标，目前形势严峻。“年内不太可能出现复苏”，一位钢铁行业人士如此表示。越南的钢材需求约用于建筑，但关键的建筑需求仍在减少。台湾的鞋业公司“宝元越南”进入年后进行了次裁员。分析认为共有多人被解雇。缝制工厂的经营者表示，“到年底，停业的服装企业将增加”。生产一线发出了这种缺乏经济复苏实感的声音。占近成的矿工业和建筑业等制造业仍处于低迷状态。出口也不景气，月的出口额同比下降约。月仍为负增长，出口额较大的个人电脑和服装的真正复苏依然遥远。;0;14;bibian100;其他;金融危机快来了 巴以后续会怎么样 接着看吧;2023-10-08 09:16:34;0;0.0235194597444822;0
历史的进城;江苏;0;5;4;38;越南经济缺乏强劲势头。月日，越南公布的年月实际国内生产总值增长率同比为。虽然越南经济正在从新冠疫情中缓慢复苏，但主力的制造业表现不佳，出口持续负增长。要想实现全年增长的目标，目前形势严峻。“年内不太可能出现复苏”，一位钢铁行业人士如此表示。越南的钢材需求约用于建筑，但关键的建筑需求仍在减少。台湾的鞋业公司“宝元越南”进入年后进行了次裁员。分析认为共有多人被解雇。缝制工厂的经营者表示，“到年底，停业的服装企业将增加”。生产一线发出了这种缺乏经济复苏实感的声音。占近成的矿工业和建筑业等制造业仍处于低迷状态。出口也不景气，月的出口额同比下降约。月仍为负增长，出口额较大的个人电脑和服装的真正复苏依然遥远。;0;14;bibian100;其他;[允悲]越南快不行了呗;2023-10-08 09:15:59;1;0.0235194597444822;0
佛系邱小姐;广东;0;1;2;117;中美之间消费能力差在哪里？按道理来说，中国人的存款比例远比美国人高。为什么中国的消费不如美国呢？其实本质的问题，在中产。对比海外的中产，这几年和咱们差距是越拉越大。中产是消费的主力。疫情后，中产的工资没有怎么涨，其实美国的中产工资上涨幅度也不大。美国还有严重通胀。但消费能力，就业情况，经济情况差这么多。没有道理啊。但仔细看数据，大多则是购买美股指数这类资产稍多点，而年国庆以来这四年，标普涨了，纳斯达克涨了。美国崩溃后迅速上涨超过了。而股这几年还在点，股票与基金无不亏钱。同样是有万买指数基金，美股现在是万。股投资人现大是万，或者是万。这差距就有万以上了再说房产，过去四年一线城市挂牌价指数也仅仅上涨了左右，然后今年基本又回到原点了。有的中产房子已经跌到年左右了。也就是说资产价格倒退了年。而美国大城市房价指数涨幅达。人民币贬值，理财大跌，各种烂尾楼，，信托大雷持续不断。一个资产在增值，一个资产在爆雷。中美两国的消费能力差在哪里了。经济情况差在哪里了，还不是很清楚吗？如果我们的股票也涨了，房子也涨了，经济情况将会完全不同所以，股票与房子不崩盘，甚至走出一些稳定的行情。是大势所趋。让中产恢复，能花，敢花钱的能力，经济就起来了。。。（关邱小姐索，少走弯路）;0;887;山映斜阳水连天;广东;漂亮[舔屏];2023-10-07 20:29:31;0;0.0197772351479018;0
佛系邱小姐;广东;0;1;2;117;中美之间消费能力差在哪里？按道理来说，中国人的存款比例远比美国人高。为什么中国的消费不如美国呢？其实本质的问题，在中产。对比海外的中产，这几年和咱们差距是越拉越大。中产是消费的主力。疫情后，中产的工资没有怎么涨，其实美国的中产工资上涨幅度也不大。美国还有严重通胀。但消费能力，就业情况，经济情况差这么多。没有道理啊。但仔细看数据，大多则是购买美股指数这类资产稍多点，而年国庆以来这四年，标普涨了，纳斯达克涨了。美国崩溃后迅速上涨超过了。而股这几年还在点，股票与基金无不亏钱。同样是有万买指数基金，美股现在是万。股投资人现大是万，或者是万。这差距就有万以上了再说房产，过去四年一线城市挂牌价指数也仅仅上涨了左右，然后今年基本又回到原点了。有的中产房子已经跌到年左右了。也就是说资产价格倒退了年。而美国大城市房价指数涨幅达。人民币贬值，理财大跌，各种烂尾楼，，信托大雷持续不断。一个资产在增值，一个资产在爆雷。中美两国的消费能力差在哪里了。经济情况差在哪里了，还不是很清楚吗？如果我们的股票也涨了，房子也涨了，经济情况将会完全不同所以，股票与房子不崩盘，甚至走出一些稳定的行情。是大势所趋。让中产恢复，能花，敢花钱的能力，经济就起来了。。。（关邱小姐索，少走弯路）;0;213;达仁的家;广西;9美元一把青菜和9元一把青菜，谁的量大？谁的便宜？;2023-10-09 11:29:08;0;0.0197772351479018;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;82;常识逻辑赔率时间;河南;你可能不知道的2000年之前就业的难度;2023-10-07 17:03:27;3;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;82;讲逻辑做投资;上海;那肯定啊，不过那时候熬出来的人如马云、马化腾等，现在很难出现了;2023-10-07 17:37:18;0;0.0264973521113029;1
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;17;安迪与戴克;其他;00已經哭暈在廁所;2023-10-07 17:01:41;0;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;17;李慢慢73;上海;00后的父母赶上了，所以他们可以躺平了;2023-10-07 17:20:50;0;0.0264973521113029;1
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;965;水土木壽;陕西;每一代人都有每一代人的机会，但是每一代人的机会成本不一样。;2023-10-25 09:48:41;0;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;9;h618599;其他;尤其是74-78这波人，最幸福的一批人;2023-10-07 19:39:09;0;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;18;还挺好看来;其他;好日子还在后面;2023-10-07 19:17:28;0;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;158;三观哥哥;内蒙古;00后也行，70后的孩子，基础一般都打得不错;2023-10-07 18:19:55;0;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;98;sophya6668;其他;看看50后，苦不苦；看看60后，哪个年代都有不同的压力，活着就好。;2023-10-07 17:21:15;0;0.0264973521113029;0
讲逻辑做投资;上海;0;3;11;23;经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰个人看法，是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代后包括后毕业赶上疫情和经济压力来临之时，需要接受一定考验，可能需要付出更多才行;0;189;让生活成为向往的样子;海外;刚参加工作抄底本金也不会很多;2023-10-07 17:09:58;0;0.0264973521113029;0
思想人;江西;0;9;2;41;美媒：美国或在年出现大萧条以来最严重崩盘据美国福克斯新闻网日报道，越来越多的数据表明，一场破坏性超过大萧条的经济崩盘可能即将在年降临美国。白宫和国会如果不尽快削减政府支出，结果可能是灾难性的。报道称，目前美国经济已是如履薄冰，很快就会陷入另一场大规模危机之中。最新数据显示，过去三个季度全年货币供应量增速为负，这意味着可用货币量正在快速萎缩。在过去的年里，美国唯一一次货币供应量急剧下降是在世纪年代初大萧条最严重时期。然而，当前尽管全美货币供应量崩溃，但物价仍在上涨。全美家庭处境严峻，越来越多的人正在耗尽积蓄并负债累累以支付基本生活开支。正是美政府激进经济政策导致这场危机。美国政府在年疫情最严重时大举借债印钞。同时，美联储实施前所未有地货币投放政策。尽管经济学家发出警告，但美联储仍要求国会支出更多并将利率保持在极低水平。新一届政府上台后继续将支出拔高到超过疫情前的水平，最终导致通胀飙升至四十年高位。为抑制通胀，美联储已激进加息次，导致大多数商品及服务价格远高于疫情前水平，给美国家庭带来了前所未有的压力。;0;6;心中绿色盎然;安徽;摸摸手边的印钞机，没事，机器还在[允悲][允悲][允悲];2023-10-07 15:14:11;6;0.0110778999646663;0
思想人;江西;0;9;2;41;美媒：美国或在年出现大萧条以来最严重崩盘据美国福克斯新闻网日报道，越来越多的数据表明，一场破坏性超过大萧条的经济崩盘可能即将在年降临美国。白宫和国会如果不尽快削减政府支出，结果可能是灾难性的。报道称，目前美国经济已是如履薄冰，很快就会陷入另一场大规模危机之中。最新数据显示，过去三个季度全年货币供应量增速为负，这意味着可用货币量正在快速萎缩。在过去的年里，美国唯一一次货币供应量急剧下降是在世纪年代初大萧条最严重时期。然而，当前尽管全美货币供应量崩溃，但物价仍在上涨。全美家庭处境严峻，越来越多的人正在耗尽积蓄并负债累累以支付基本生活开支。正是美政府激进经济政策导致这场危机。美国政府在年疫情最严重时大举借债印钞。同时，美联储实施前所未有地货币投放政策。尽管经济学家发出警告，但美联储仍要求国会支出更多并将利率保持在极低水平。新一届政府上台后继续将支出拔高到超过疫情前的水平，最终导致通胀飙升至四十年高位。为抑制通胀，美联储已激进加息次，导致大多数商品及服务价格远高于疫情前水平，给美国家庭带来了前所未有的压力。;0;193;和融君;其他;[赞];2023-10-07 18:01:14;1;0.0110778999646663;0
余丰慧;河南;0;16;21;359;美国或在年出现大萧条以来最严重崩盘海外网月日电据美国福克斯新闻网日报道，越来越多的数据表明，一场破坏性超过大萧条的经济崩盘可能即将在年降临美国。白宫和国会如果不尽快削减政府支出，结果可能是灾难性的。最新数据显示，过去三个季度全年货币供应量增速为负，这意味着可用展开;#美国或在2024年出现大萧条以来最严重崩盘#;30;鲁班路路;山东;我能感觉出来，美国经济正在强势恢复，恢复到了80%吧;2023-10-07 10:37:59;0;0.0129765709274239;0
余丰慧;河南;0;16;21;359;美国或在年出现大萧条以来最严重崩盘海外网月日电据美国福克斯新闻网日报道，越来越多的数据表明，一场破坏性超过大萧条的经济崩盘可能即将在年降临美国。白宫和国会如果不尽快削减政府支出，结果可能是灾难性的。最新数据显示，过去三个季度全年货币供应量增速为负，这意味着可用展开;#美国或在2024年出现大萧条以来最严重崩盘#;30;廖皮皮小宝;广东;回复@鲁班路路:电力数据看起来稀烂啊;2023-10-07 11:23:03;0;0.0129765709274239;1
